Id,Name,Type,Level,Race,Attribute,ATK,DEF
1225,Garoozis,Normal Monster,5,Beast-Warrior,FIRE,1800,1500
1226,Mist Valley Baby Roc,Tuner Monster,2,Winged Beast,WIND,400,600
1227,"Simorgh, Bird of Divinity",Effect Monster,7,Winged Beast,WIND,2700,1000
1228,Andro Sphinx,Effect Monster,10,Beast,LIGHT,3000,2500
1229,Stone Ogre Grotto,Normal Monster,5,Rock,EARTH,1600,1500
1230,Mystical Elf,Normal Monster,4,Spellcaster,LIGHT,800,2000
1231,HTS Psyhemuth,Synchro Monster,6,Psychic,EARTH,2400,1800
1232,The Blazing Mars,Effect Monster,8,Pyro,FIRE,2600,2200
1233,Hurricail,Normal Monster,2,Spellcaster,WIND,900,200
1234,Violet Crystal,Spell Card,,Equip,,,
1235,House of Adhesive Tape,Trap Card,,Normal,,,
1236,Whirlwind Prodigy,Effect Monster,4,Fairy,WIND,1500,1600
1237,Self-Mummification,Spell Card,,Quick-Play,,,
1238,Dragonpulse Magician,Pendulum Normal Monster,4,Spellcaster,EARTH,1800,900
1239,White Magical Hat,Effect Monster,3,Spellcaster,LIGHT,1000,700
1240,Archfiend Mirror,Normal Monster,2,Fiend,DARK,700,600
1241,Destruction Sword Flash,Trap Card,,Normal,,,
1242,Laval Forest Sprite,Tuner Monster,2,Pyro,FIRE,300,200
1243,Silent Swordsman,Effect Monster,4,Warrior,LIGHT,1000,1000
1244,Earthbound Immortal Uru,Effect Monster,10,Insect,DARK,3000,3000
1245,Empress Judge,Fusion Monster,6,Warrior,EARTH,2100,1700
1246,Mist Bird Clausolas,Synchro Monster,3,Winged Beast,WIND,0,2300
1247,Pop-Up,Spell Card,,Quick-Play,,,
1248,Toon World,Spell Card,,Continuous,,,
1249,Toon World,Spell Card,,Continuous,,,
1250,Toon Goblin Attack Force,Toon Monster,4,Warrior,EARTH,2300,0
1251,Nordic Relic Gungnir,Trap Card,,Normal,,,
1252,Destiny Mirage,Trap Card,,Normal,,,
1253,Ryu-Kishin,Normal Monster,3,Fiend,DARK,1000,500
1254,Creature Seizure,Spell Card,,Normal,,,
1255,Unknown Synchron,Tuner Monster,1,Machine,DARK,0,0
1256,Infernity Reflector,Trap Card,,Normal,,,
1257,B.E.S. Covered Core,Effect Monster,7,Machine,EARTH,2500,800
1258,Mecha Phantom Beast Sabre Hawk,Effect Monster,4,Machine,WIND,2100,100
1259,Dandylion,Effect Monster,3,Plant,EARTH,300,300
1260,Fluff Token,Token,,Plant,,,
1261,Fluff Token,Token,,Plant,,,
1262,Gokibore,Normal Monster,4,Insect,EARTH,1200,1400
1263,Berserker Soul,Spell Card,,Quick-Play,,,
1264,Swarm of Scarabs,Effect Monster,3,Insect,DARK,500,1000
1265,Tanngrisnir of the Nordic Beasts,Effect Monster,3,Beast,EARTH,1200,800
1266,Nordic Beast Token,Token,,Beast,,,
1267,Kagemusha of the Blue Flame,Normal Monster,2,Warrior,EARTH,800,400
1268,Performapal Sword Fish,Effect Monster,2,Fish,WATER,600,600
1269,Starship Spy Plane,Effect Monster,4,Machine,WIND,1100,500
1270,Berserker Crush,Spell Card,,Quick-Play,,,
1271,Alien Dog,Effect Monster,3,Reptile,LIGHT,1500,1000
1272,Armored Lizard,Normal Monster,4,Reptile,EARTH,1500,1200
1273,Superheavy Samurai Prepped Defense,Effect Monster,3,Machine,EARTH,100,2100
1274,Gamma The Electromagnet Warrior,Effect Monster,3,Rock,EARTH,800,2000
1275,Sectarian of Secrets,Normal Monster,2,Spellcaster,DARK,700,500
1276,Thunder Kid,Normal Monster,2,Thunder,WIND,700,600
1277,Morphtronic Smartfon,Tuner Monster,1,Machine,EARTH,100,100
1278,Granmarg the Mega Monarch,Effect Monster,8,Rock,EARTH,2800,1000
1279,Half or Nothing,Trap Card,,Normal,,,
1280,Hi-Speed Re-Level,Spell Card,,Normal,,,
1281,Gauntlet Launcher,XYZ Monster,6,Warrior,EARTH,2400,2800
1282,D.D. Jet Iron,Effect Monster,10,Machine,LIGHT,4000,0
1283,Resonator Engine,Spell Card,,Normal,,,
1284,Echo Oscillation,Trap Card,,Continuous,,,
1285,Disciple of the Forbidden Spell,Effect Monster,4,Warrior,LIGHT,1700,800
1286,Genex Solar,Effect Monster,7,Machine,LIGHT,2500,1500
1287,Shock Surprise,Spell Card,,Normal,,,
1288,Vijam the Cubic Seed,Effect Monster,1,Fiend,DARK,0,0
1289,Battle Waltz,Spell Card,,Normal,,,
1290,Waltz Token,Token,,Warrior,,,
1291,Skull Knight 2,Effect Monster,3,Fiend,DARK,1000,1200
1292,Worm Barses,Effect Monster,3,Reptile,LIGHT,1400,1500
1293,"Latinum, Exarch of Dark World",Effect Monster,6,Fiend,DARK,1500,2400
1294,Evil Blast,Trap Card,,Normal,,,
1295,The Light - Hex-Sealed Fusion,Effect Monster,3,Rock,LIGHT,1000,1600
1296,Soul Tiger,Normal Monster,4,Beast,EARTH,0,2100
1297,Knight Day Grepher,Gemini Monster,4,Warrior,LIGHT,1700,1600
1298,Mind Crush,Trap Card,,Normal,,,
1299,Monsturtle,Normal Monster,3,Aqua,WATER,800,1000
1300,Synchro Fusionist,Effect Monster,2,Spellcaster,DARK,800,600
1301,Divine Wind of Mist Valley,Spell Card,,Field,,,
1302,Spiritualism,Spell Card,,Normal,,,
1303,Constellar Aldebaran,Effect Monster,3,Beast-Warrior,LIGHT,1300,800
1304,Snowman Creator,Effect Monster,4,Machine,WATER,1600,1000
1305,Ultimate Tyranno,Effect Monster,8,Dinosaur,EARTH,3000,2200
1306,Mechquipped Angineer,XYZ Monster,3,Fairy,LIGHT,1800,1000
1307,Storm Caller,Effect Monster,6,Psychic,WIND,2300,2000
1308,Pandora's Jewelry Box,Pendulum Effect Monster,4,Wyrm,DARK,1500,1500
1309,Shield Worm,Effect Monster,4,Insect,EARTH,800,2000
1310,Chronomaly Crystal Bones,Effect Monster,3,Rock,LIGHT,1300,400
1311,Amazoness Queen,Effect Monster,6,Warrior,EARTH,2400,1800
1312,Mirage Dragon,Effect Monster,4,Dragon,LIGHT,1600,600
1313,Performapal Secondonkey,Effect Monster,4,Beast,EARTH,1000,2000
1314,Carboneddon,Effect Monster,3,Dinosaur,EARTH,800,600
1315,Reptilianne Servant,Effect Monster,1,Reptile,DARK,100,100
1316,Canon the Melodious Diva,Effect Monster,4,Fairy,LIGHT,1400,2000
1317,Flower Cardian Pine with Crane,Effect Monster,1,Warrior,DARK,2000,2000
1318,Assault Blackwing - Raikiri the Rain Shower,Synchro Monster,7,Winged Beast,DARK,2600,2000
1319,Rise of the Snake Deity,Trap Card,,Normal,,,
1320,Jurrac Herra,Effect Monster,6,Dinosaur,FIRE,2300,1500
1321,Pair Cycroid,Fusion Monster,5,Machine,EARTH,1600,1200
1322,Agido,Effect Monster,4,Fairy,EARTH,1500,1300
1323,Bujingi Ibis,Effect Monster,4,Winged Beast,LIGHT,1600,300
1324,Tyrant Red Dragon Archfiend,Synchro Monster,10,Dragon,DARK,3500,3000
1325,Odd-Eyes Pendulum Dragon,Pendulum Effect Monster,7,Dragon,DARK,2500,2000
1326,Odd-Eyes Pendulum Dragon,Pendulum Effect Monster,7,Dragon,DARK,2500,2000
1327,Master Gig,Effect Monster,8,Psychic,EARTH,2600,1400
1328,Dark Rebellion Xyz Dragon,XYZ Monster,4,Dragon,DARK,2500,2000
1329,Dark Rebellion Xyz Dragon,XYZ Monster,4,Dragon,DARK,2500,2000
1330,Cloudian - Turbulence,Effect Monster,4,Fairy,WATER,800,0
1331,Sasuke Samurai,Effect Monster,2,Warrior,WIND,500,800
1332,Night Assailant,Flip Effect Monster,3,Fiend,DARK,200,500
1333,Inspection,Spell Card,,Continuous,,,
1334,Gale Dogra,Effect Monster,2,Insect,EARTH,650,600
1335,Chrysalis Larva,Effect Monster,2,Insect,FIRE,300,300
1336,Armored Rat,Normal Monster,3,Beast,EARTH,950,1100
1337,The Grand Jupiter,Effect Monster,8,Warrior,DARK,2500,2000
1338,Beckoning Light,Trap Card,,Normal,,,
1339,Zolga,Effect Monster,4,Fairy,EARTH,1700,1200
1340,Armor Ninjitsu Art of Alchemy,Spell Card,,Normal,,,
1341,Dragon's Bind,Trap Card,,Continuous,,,
1342,Ghostrick Stein,Effect Monster,3,Zombie,DARK,1600,0
1343,Elemental HERO Gaia,Fusion Monster,6,Warrior,EARTH,2200,2600
1344,Solemn Authority,Trap Card,,Continuous,,,
1345,Drooling Lizard,Normal Monster,3,Reptile,EARTH,900,800
1346,Yellow Duston,Effect Monster,1,Fiend,EARTH,0,1000
1347,Moonlit Papillon,Effect Monster,4,Insect,LIGHT,1200,1600
1348,Toon Masked Sorcerer,Toon Monster,4,Spellcaster,DARK,900,1400
1349,Kuribandit,Effect Monster,3,Fiend,DARK,1000,700
1350,The Reliable Guardian,Spell Card,,Quick-Play,,,
1351,Dragged Down into the Grave,Spell Card,,Normal,,,
1352,Flint Missile,Spell Card,,Quick-Play,,,
1353,Teva,Effect Monster,5,Warrior,LIGHT,2000,1500
1354,Lesser Fiend,Effect Monster,5,Fiend,DARK,2100,1000
1355,Evolsaur Pelta,Effect Monster,4,Dinosaur,FIRE,1100,2000
1356,Odd-Eyes Advent,Spell Card,,Ritual,,,
1357,Bracchio-raidus,Fusion Monster,6,Dinosaur,WATER,2200,2000
1358,Royal Keeper,Effect Monster,4,Zombie,EARTH,1600,1700
1359,Blackwing - Boreas the Sharp,Effect Monster,5,Winged Beast,DARK,1300,900
1360,Naturia Leodrake,Synchro Monster,9,Beast,EARTH,3000,1800
1361,Inzektor Sword - Zektkaliber,Spell Card,,Equip,,,
1362,Freed the Brave Wanderer,Effect Monster,4,Warrior,LIGHT,1700,1200
1363,Neo Bug,Normal Monster,4,Insect,EARTH,1800,1700
1364,Swift Gaia the Fierce Knight,Effect Monster,7,Warrior,DARK,2300,2100
1365,Contact,Spell Card,,Normal,,,
1366,Performapal Rain Goat,Effect Monster,1,Beast,WATER,0,0
1367,Dark Sanctuary,Spell Card,,Field,,,
1368,D.D. Sprite,Tuner Monster,1,Fairy,LIGHT,0,100
1369,Spirit Force,Trap Card,,Normal,,,
1370,Psi-Curse,Trap Card,,Normal,,,
1371,Odd-Eyes Absolute Dragon,XYZ Monster,7,Dragon,WATER,2800,2500
1372,Gishki Avance,Effect Monster,4,Spellcaster,WATER,1500,800
1373,Karakuri Gold Dust,Spell Card,,Quick-Play,,,
1374,Subterror Nemesis Warrior,Effect Monster,4,Warrior,EARTH,1800,1200
1375,Bright Star Dragon,Effect Monster,4,Dragon,LIGHT,1900,1000
1376,Speedroid Red-Eyed Dice,Tuner Monster,1,Machine,WIND,100,100
1377,Warm Worm,Effect Monster,3,Insect,FIRE,600,1400
1378,Aromaseraphy Angelica,Tuner Monster,1,Plant,LIGHT,0,0
1379,Gravekeeper's Servant,Spell Card,,Continuous,,,
1380,Big Eye,Flip Effect Monster,4,Fiend,DARK,1200,1000
1381,Flower Cardian Paulownia with Phoenix,Effect Monster,12,Warrior,DARK,2000,2000
1382,Eccentric Boy,Tuner Monster,3,Spellcaster,WIND,800,200
1383,Genex Spare,Tuner Monster,3,Machine,DARK,800,1200
1384,Final Geas,Trap Card,,Normal,,,
1385,Reptilianne Vaskii,Effect Monster,8,Reptile,DARK,2600,0
1386,Aratama,Spirit Monster,4,Fiend,DARK,800,1800
1387,Flying Fortress SKY FIRE,Effect Monster,8,Machine,WIND,3000,2500
1388,Beautiful Headhuntress,Normal Monster,4,Warrior,EARTH,1600,800
1389,Constellar Alrescha,Effect Monster,6,Warrior,LIGHT,2200,1200
1390,Reptilianne Scylla,Effect Monster,4,Reptile,DARK,1800,1200
1391,Wind-Up Hunter,Effect Monster,3,Beast-Warrior,DARK,1600,500
1392,Naturia Vein,Tuner Monster,1,Plant,EARTH,200,300
1393,Mecha Phantom Beast Aerosguin,Effect Monster,3,Machine,WIND,1600,400
1394,Synthetic Seraphim,Trap Card,,Continuous,,,
1395,Synthetic Seraphim Token,Token,,Fairy,,,
1396,Speedroid Menko,Effect Monster,4,Machine,WIND,100,2000
1397,Chiron the Mage,Effect Monster,4,Beast-Warrior,EARTH,1800,1000
1398,Dracocension,Spell Card,,Continuous,,,
1399,Call of the Grave,Trap Card,,Normal,,,
1400,Doma The Angel of Silence,Normal Monster,5,Fairy,DARK,1600,1400
1401,Blazewing Butterfly,Gemini Monster,4,Insect,FIRE,1500,1500
1402,Performage Trapeze Magician,XYZ Monster,4,Spellcaster,LIGHT,2500,2000
1403,Mother Spider,Effect Monster,6,Insect,DARK,2300,1200
1404,Elemental HERO Chaos Neos,Fusion Monster,9,Warrior,DARK,3000,2500
1405,Evolsaur Diplo,Effect Monster,4,Dinosaur,FIRE,1600,800
1406,Guarded Treasure,Spell Card,,Continuous,,,
1407,Wall of Revealing Light,Trap Card,,Continuous,,,
1408,Xiangsheng Magician,Pendulum Effect Monster,4,Spellcaster,LIGHT,500,1500
1409,Ancient Telescope,Spell Card,,Normal,,,
1410,Yormungarde,Normal Monster,3,Reptile,EARTH,1200,900
1411,Constellar Leonis,Effect Monster,3,Beast,LIGHT,1000,1800
1412,Destiny HERO - Dogma,Effect Monster,8,Warrior,DARK,3400,2400
1413,Flower Cardian Zebra Grass,Effect Monster,8,Warrior,DARK,100,100
1414,Life Equalizer,Trap Card,,Normal,,,
1415,Yang Zing Path,Spell Card,,Normal,,,
1416,Inferno Hammer,Effect Monster,6,Fiend,DARK,2400,0
1417,Phantom Bounzer,Effect Monster,6,Warrior,DARK,2400,1200
1418,Snake Rain,Spell Card,,Normal,,,
1419,Molten Behemoth,Normal Monster,5,Pyro,FIRE,1000,2200
1420,Fusion Conscription,Spell Card,,Normal,,,
1421,Hammer Shark,Effect Monster,4,Fish,WATER,1700,1500
1422,Maiden of the Aqua,Effect Monster,4,Aqua,WATER,700,2000
1423,Flash Fusion,Spell Card,,Quick-Play,,,
1424,Wretched Ghost of the Attic,Normal Monster,2,Fiend,DARK,550,400
1425,Gishki Natalia,Spirit Monster,4,Spellcaster,WATER,1800,900
1426,Ground Spider,Effect Monster,4,Insect,EARTH,0,1500
1427,Zombie Master,Effect Monster,4,Zombie,DARK,1800,0
1428,U.A. Rival Rebounder,Effect Monster,6,Warrior,EARTH,2200,2300
1429,Herald of Orange Light,Tuner Monster,2,Fairy,LIGHT,300,500
1430,Naturia Mosquito,Effect Monster,1,Insect,EARTH,200,300
1431,Helios Trice Megistus,Effect Monster,8,Pyro,LIGHT,0,0
1432,Brain Golem,Effect Monster,6,Fiend,DARK,2500,1800
1433,Speedroid Horse Stilts,Effect Monster,4,Machine,WIND,1100,1100
1434,Performapal Monkeyboard,Pendulum Effect Monster,6,Beast,EARTH,1000,2400
1435,Lady of Faith,Normal Monster,3,Spellcaster,LIGHT,1100,800
1436,Chrysalis Chicky,Effect Monster,2,Winged Beast,WIND,600,400
1437,Confiscation,Spell Card,,Normal,,,
1438,Blackwing - Gram the Shining Star,Synchro Monster,5,Winged Beast,DARK,2200,1500
1439,Flash Knight,Pendulum Normal Monster,4,Warrior,LIGHT,1800,600
1440,Gravekeeper's Commandant,Effect Monster,4,Spellcaster,EARTH,1600,1500
1441,Elder Entity Norden,Fusion Monster,4,Fairy,WATER,2000,2200
1442,Volcanic Slicer,Effect Monster,4,Pyro,FIRE,1800,1200
1443,Photon Sanctuary,Spell Card,,Normal,,,
1444,Photon Token,Token,,Thunder,,,
1445,Turtle Raccoon,Normal Monster,3,Aqua,WATER,700,900
1446,Kaiser Sea Horse,Effect Monster,4,Sea Serpent,LIGHT,1700,1650
1447,Nobleman of Extermination,Spell Card,,Normal,,,
1448,Brotherhood of the Fire Fist - Hawk,Effect Monster,3,Beast-Warrior,FIRE,200,1500
1449,Exchange of the Spirit,Trap Card,,Normal,,,
1450,Alien Brain,Trap Card,,Normal,,,
1451,Gagagabolt,Spell Card,,Normal,,,
1452,Infernity General,Effect Monster,7,Fiend,DARK,2700,1500
1453,Wood Clown,Normal Monster,3,Warrior,EARTH,800,1200
1454,Zero Force,Trap Card,,Normal,,,
1455,Cuben,Effect Monster,4,Thunder,LIGHT,600,1900
1456,Armored Starfish,Normal Monster,4,Aqua,WATER,850,1400
1457,Heraldry Change,Trap Card,,Normal,,,
1458,Performapal Dag Daggerman,Pendulum Effect Monster,5,Warrior,EARTH,2000,600
1459,Jurrac Meteor,Synchro Monster,10,Dinosaur,FIRE,2800,2000
1460,Deep Diver,Effect Monster,3,Aqua,WATER,1000,1100
1461,"Alector, Sovereign of Birds",Effect Monster,6,Winged Beast,WIND,2400,2000
1462,Sword of Dark Rites,Spell Card,,Equip,,,
1463,Byser Shock,Effect Monster,5,Fiend,DARK,800,600
1464,Pumprincess the Princess of Ghosts,Effect Monster,3,Zombie,DARK,900,1000
1465,Supply Squad,Spell Card,,Continuous,,,
1466,Saqlifice,Spell Card,,Equip,,,
1467,Double Shark,Effect Monster,4,Fish,WATER,1200,1600
1468,Worm Rakuyeh,Effect Monster,4,Reptile,LIGHT,2100,1200
1469,Fairy's Hand Mirror,Trap Card,,Normal,,,
1470,Burst Stream of Destruction,Spell Card,,Normal,,,
1471,Luster Dragon 2,Normal Monster,6,Dragon,WIND,2400,1400
1472,Ancient Gear Wyvern,Effect Monster,4,Machine,EARTH,1700,1200
1473,Fossil Tusker,Effect Monster,4,Rock,EARTH,1800,0
1474,Witch of the Black Rose,Tuner Monster,4,Spellcaster,DARK,1700,1200
1475,Neo-Spacian Glow Moss,Effect Monster,3,Plant,LIGHT,300,900
1476,Wood Remains,Normal Monster,3,Zombie,DARK,1000,900
1477,Genex Ally Triarm,Synchro Monster,6,Machine,DARK,2400,1600
1478,Dimension Sphinx,Trap Card,,Continuous,,,
1479,Cloudian - Acid Cloud,Effect Monster,4,Fairy,WATER,500,0
1480,Reinforcements,Trap Card,,Normal,,,
1481,Needle Soldier,Effect Monster,1,Machine,EARTH,100,100
1482,Magnet Force,Trap Card,,Normal,,,
1483,Performapal Cheermole,Pendulum Effect Monster,2,Beast,EARTH,600,1000
1484,Meteor Dragon Red-Eyes Impact,Gemini Monster,6,Dragon,DARK,1800,2000
1485,Seal of Wickedness,Trap Card,,Continuous,,,
1486,Darkfire Dragon,Fusion Monster,4,Dragon,DARK,1500,1250
1487,Arcane Barrier,Spell Card,,Continuous,,,
1488,Sonic Warrior,Effect Monster,2,Warrior,WIND,1000,0
1489,Jurrac Dino,Tuner Monster,3,Dinosaur,FIRE,1700,800
1490,Neo-Spacian Aqua Dolphin,Effect Monster,3,Warrior,WATER,600,800
1491,Amazon of the Seas,Normal Monster,4,Fish,WATER,1300,1400
1492,Lord of D.,Effect Monster,4,Spellcaster,DARK,1200,1100
1493,Assault Blackwing - Sayo the Rain Hider,Synchro Monster,2,Winged Beast,DARK,800,100
1494,Nitro Warrior,Synchro Monster,7,Warrior,FIRE,2800,1800
1495,Hippo Carnival,Spell Card,,Quick-Play,,,
1496,Airknight Parshath,Effect Monster,5,Fairy,LIGHT,1900,1400
1497,Dragunity Primus Pilus,Effect Monster,5,Winged Beast,WIND,2200,1600
1498,Tin Goldfish,Effect Monster,4,Machine,WATER,800,2000
1499,Gemini Booster,Trap Card,,Normal,,,
1500,Mystery Shell Dragon,Normal Monster,4,Wyrm,DARK,2000,0
1501,Summon Breaker,Spell Card,,Field,,,
1502,Harpie's Feather Duster,Spell Card,,Normal,,,
1503,Harpie's Feather Duster,Spell Card,,Normal,,,
1504,Natural Disaster,Trap Card,,Continuous,,,
1505,Mystic Plasma Zone,Spell Card,,Field,,,
1506,Guardian Dreadscythe,Effect Monster,8,Fiend,DARK,2500,2000
1507,The Thing That Hides in the Mud,Normal Monster,4,Rock,EARTH,1200,1300
1508,Micro Ray,Trap Card,,Normal,,,
1509,Satellarknight Skybridge,Spell Card,,Quick-Play,,,
1510,Escalation of the Monarchs,Trap Card,,Continuous,,,
1511,Silent Strider,Effect Monster,2,Insect,EARTH,300,700
1512,"Ignister Prominence, the Blasting Dracoslayer",Synchro Monster,8,Dragon,FIRE,2850,0
1513,Battle Steer,Normal Monster,5,Beast-Warrior,EARTH,1800,1300
1514,Secret Blast,Trap Card,,Normal,,,
1515,Chthonian Blast,Trap Card,,Normal,,,
1516,The Fabled Ganashia,Effect Monster,3,Beast,LIGHT,1600,1000
1517,Reverse of Neos,Spell Card,,Quick-Play,,,
1518,Abyss Soldier,Effect Monster,4,Aqua,WATER,1800,1300
1519,Big Whale,Effect Monster,9,Fish,WATER,1000,3000
1520,Gyroid,Effect Monster,3,Machine,WIND,1000,1000
1521,Tellarknight Ptolemaeus,XYZ Monster,4,Warrior,LIGHT,550,2600
1522,Razor Lizard,Effect Monster,3,Reptile,EARTH,1500,300
1523,Archlord Zerato,Effect Monster,8,Fairy,LIGHT,2800,2300
1524,"Dante, Pilgrim of the Burning Abyss",Fusion Monster,9,Fairy,LIGHT,2800,2500
1525,Wattbetta,Tuner Monster,2,Thunder,LIGHT,100,0
1526,Noble Knight Joan,Effect Monster,4,Warrior,LIGHT,1900,1300
1527,Winged Rhynos,Effect Monster,4,Beast-Warrior,WIND,1800,500
1528,Tatakawa Knight,Effect Monster,4,Warrior,EARTH,1500,0
1529,Gagagashield,Trap Card,,Normal,,,
1530,Warlock of the Ice Barrier,Effect Monster,3,Spellcaster,WATER,400,1000
1531,Ancient Gear Gadget,Effect Monster,4,Machine,EARTH,500,2000
1532,Cursed Fig,Effect Monster,1,Plant,WATER,200,200
1533,Fusion Recovery,Spell Card,,Normal,,,
1534,Evolzar Solda,XYZ Monster,6,Dragon,FIRE,2600,1000
1535,Core Blast,Trap Card,,Continuous,,,
1536,Silent Sword Slash,Spell Card,,Quick-Play,,,
1537,Goblin King,Effect Monster,1,Fiend,DARK,0,0
1538,Final Destiny,Spell Card,,Normal,,,
1539,Tornado Wall,Trap Card,,Continuous,,,
1540,Ma'at,Effect Monster,10,Fairy,LIGHT,0,0
1541,Red Screen,Trap Card,,Continuous,,,
1542,Criosphinx,Effect Monster,6,Rock,EARTH,1200,2400
1543,Goblin Circus,Spell Card,,Continuous,,,
1544,Garbage Ogre,Effect Monster,3,Fiend,DARK,800,1300
1545,The Furious Sea King,Normal Monster,3,Aqua,WATER,800,700
1546,Infernity Force,Trap Card,,Normal,,,
1547,Raremetalfoes Bismugear,Pendulum Effect Monster,1,Psychic,FIRE,0,0
1548,Infernity Archer,Effect Monster,6,Fiend,DARK,2000,1000
1549,Destruct Potion,Trap Card,,Normal,,,
1550,Magical Star Illusion,Spell Card,,Normal,,,
1551,Seed of Deception,Spell Card,,Quick-Play,,,
1552,White Elephant's Gift,Spell Card,,Normal,,,
1553,Dark Dragon Ritual,Spell Card,,Ritual,,,
1554,Spellbinding Circle,Trap Card,,Continuous,,,
1555,Magical Contract Door,Spell Card,,Normal,,,
1556,Infestation Wave,Trap Card,,Normal,,,
1557,Cranium Fish,Effect Monster,6,Fish,WATER,2400,1000
1558,Power Invader,Effect Monster,5,Fiend,DARK,2200,0
1559,ZW - Ultimate Shield,Effect Monster,4,Aqua,EARTH,0,2000
1560,Perfect Machine King,Effect Monster,8,Machine,EARTH,2700,1500
1561,System Down,Spell Card,,Normal,,,
1562,Change Slime,Normal Monster,1,Aqua,WATER,400,300
1563,Burning Spear,Spell Card,,Equip,,,
1564,Goblin Decoy Squad,Effect Monster,4,Warrior,DARK,1000,0
1565,Galaxy-Eyes Cipher Dragon,XYZ Monster,8,Dragon,LIGHT,3000,2500
1566,Swift Scarecrow,Effect Monster,1,Machine,EARTH,0,0
1567,Amarylease,Effect Monster,1,Plant,EARTH,100,200
1568,Chemicritter Oxy Ox,Gemini Monster,2,Beast,WIND,0,2100
1569,Gash the Dust Lord,Effect Monster,4,Fiend,DARK,1000,1200
1570,Gem-Elephant,Effect Monster,3,Rock,EARTH,400,1900
1571,Hero Counterattack,Trap Card,,Normal,,,
1572,Lord of the Red,Ritual Effect Monster,8,Dragon,FIRE,2400,2100
1573,Beast Machine King Barbaros Ür,Effect Monster,8,Beast-Warrior,EARTH,3800,1200
1574,Gemini Summoner,Effect Monster,4,Spellcaster,WATER,1500,0
1575,"Chaofeng, Phantom of the Yang Zing",Synchro Monster,9,Wyrm,LIGHT,2800,2200
1576,Roaring Ocean Snake,Fusion Monster,6,Aqua,WATER,2100,1800
1577,Second Goblin,Union Effect Monster,1,Fiend,DARK,100,100
1578,Interceptomato,Effect Monster,2,Plant,EARTH,800,800
1579,Scrap Beast,Tuner Monster,4,Beast,EARTH,1600,1300
1580,Patrician of Darkness,Effect Monster,5,Zombie,DARK,2000,1400
1581,De-Spell,Spell Card,,Normal,,,
1582,Gem-Knight Obsidian,Effect Monster,3,Rock,EARTH,1500,1200
1583,Genex Neutron,Effect Monster,4,Machine,LIGHT,1800,1200
1584,Ally of Justice Light Gazer,Synchro Monster,8,Machine,DARK,2400,1600
1585,Odd-Eyes Saber Dragon,Effect Monster,7,Dragon,LIGHT,2800,2000
1586,Offerings to the Doomed,Spell Card,,Quick-Play,,,
1587,Offerings to the Doomed,Spell Card,,Quick-Play,,,
1588,Trap Jammer,Trap Card,,Counter,,,
1589,Rise to Full Height,Trap Card,,Normal,,,
1590,El Shaddoll Anoyatyllis,Fusion Monster,9,Fiend,WATER,2700,2000
